% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
12300                     40900                    2.699767452909369E-5     1.5493171232403347E-6    353.07600733233335       2.84586549369643E13
12500                     40900                    2.708000807637445E-5     1.5400238161427747E-6    352.26590557162245       2.8491688779026926E13
12700                     40900                    2.716165842519538E-5     1.5307606627030459E-6    351.4651794667416        2.8524722621089582E13
12900                     40900                    2.7242648525349855E-5    1.5215425892169255E-6    350.67432486177114       2.8557756463152203E13
13100                     40900                    2.7322994655045624E-5    1.5123797996211958E-6    349.89233818359287       2.8590790305214844E13
13300                     40900                    2.740272194694755E-5     1.5032872301777515E-6    349.1187473194525        2.8623824147277484E13
13500                     40900                    2.74818457856649E-5      1.494273521128867E-6     348.3538098609699        2.865685798934013E13
13700.000000000002        40900                    2.7560387031140284E-5    1.4853499337368515E-6    347.59626455144473       2.8689891831402785E13
13899.999999999998        40900                    2.763836586314026E-5     1.4765266078313942E-6    346.8465814295171        2.8722925673465395E13
14100                     40900                    2.7715796602355194E-5    1.467810435462608E-6     346.1039243550375        2.8755959515528047E13
14300                     40900                    2.7792701379778442E-5    1.4592114070866846E-6    345.3679205930357        2.8788993357590688E13
14500                     40900                    2.7869093754579983E-5    1.4507352382003253E-6    344.6388373484222        2.882202719965332E13
14700                     40900                    2.7944992118654217E-5    1.4423893200476411E-6    343.91559249297984       2.885506104171596E13
14900                     40900                    2.802041428191342E-5     1.4341801985797808E-6    343.19865086282243       2.888809488377861E13
15100                     40900                    2.809537288731662E-5     1.4261122786724381E-6    342.4872945625799        2.8921128725841242E13
15300                     40900                    2.8169887486557227E-5    1.4181918372333963E-6    341.7812276904516        2.8954162567903883E13
15500                     40900                    2.8243970066276158E-5    1.4104223943740305E-6    341.0807333477327        2.8987196409966523E13
15700                     40900                    2.8317636889341443E-5    1.4028084365851476E-6    340.3848541800537        2.9020230252029156E13
15900                     40900                    2.8390903715844377E-5    1.395353814477063E-6     339.69406405710384       2.9053264094091805E13
16100.000000000002        40900                    2.846378173578391E-5     1.388061068029409E-6     339.00772753238516       2.908629793615444E13
16299.999999999998        40900                    2.8536288262834344E-5    1.3809336922410135E-6    338.3256086622482        2.9119331778217082E13
16500                     40900                    2.8608433916658133E-5    1.373973564336843E-6     337.64801041808096       2.9152365620279723E13
16700                     40900                    2.8680233107579656E-5    1.3671829983357727E-6    336.97406061978586       2.9185399462342367E13
16900                     40900                    2.875169980837397E-5     1.3605638326098258E-6    336.30425179998235       2.9218433304405004E13
17100                     40900                    2.8822843941127912E-5    1.3541172160053194E-6    335.63800473816656       2.9251467146467645E13
17300                     40900                    2.8893680863607684E-5    1.347844572088426E-6     334.97513066268453       2.9284500988530273E13
17500                     40900                    2.8964219999081265E-5    1.3417465572233169E-6    334.3159548407233        2.9317534830592926E13
